Season,Date submitted,Order number,Username,Order status,Due date,Charged,Charged amount,Charged by operator,Product name,Physical document,Copies,Paper size,Paper color,Paper type,Print color,Single or double sided,Binding,Stab binding Material,Saddle stitch binding Material,Saddle stitch binding Binding Edge,Stapling Position,Front cover,Front cover Print on cover,Back cover,Hole punching,Laminating,Cutting,Collating,Folding,Packaging,Material name,Material color,Print Information (DMC staff only) Square Inches,Print Information (DMC staff only) Printer,Print information Print mode,Print information Filament Weight (CLC/DMC Staff use only),Special Information (Operator Only) Job difficulty,Special Information (Operator Only) Machine,Delivery option,Delivery label,Delivery details,Proof required,Total color pages,Total grayscale pages
Fall 2025,11/21/2025 14:21,26745.0,osme1672,Completed - Ready For Pickup,12/2/2025,Yes,$0.71 ,bhvi9697,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,16.09,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/21/2025 11:42,26736.0,elsa7501,Completed - Ready For Pickup,11/24/2025,Yes,$0.00 ,bhvi9697,Document,No,2.0,Tabloid (11 x 17),White,Cardstock,Color,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/21/2025 11:24,26735.0,nile8947,Completed - Ready For Pickup,11/26/2025,Yes,$0.00 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,1046,>24 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/21/2025 1:45,26734.0,akto2105,Completed - Ready For Pickup,11/26/2025,Yes,$0.71 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Clear,,,High Speed,9.27,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/21/2025 1:44,26733.0,akto2105,Completed - Ready For Pickup,11/26/2025,Yes,$0.71 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Yellow,,,High Speed,4,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/21/2025 0:14,26732.0,jahe7336,Cancelled,11/26/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Clear,,,High Speed,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/20/2025 16:46,26730.0,tybo4835,Completed - Ready For Pickup,11/21/2025,Yes,$15.54 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Satin Photo Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/20/2025 16:45,26729.0,mafa6440,Completed - Ready For Pickup,11/25/2025,Yes,$0.71 ,tani4057,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,Standard,13.74,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/20/2025 16:20,26728.0,casi5878,Completed - Ready For Pickup,11/25/2025,Yes,$4.21 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,TPU (Flexible),Black,,,High Speed,62.01,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/20/2025 15:59,26725.0,kabi7025,Completed - Ready For Pickup,11/21/2025,Yes,$5.66 ,amco3931,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/20/2025 15:14,26720.0,olfe8102,Completed - Ready For Pickup,11/25/2025,Yes,$0.95 ,bhvi9697,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,29.41,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/20/2025 14:15,26712.0,tybo4835,Cancelled,12/1/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,Standard,586.45,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/20/2025 13:37,26700.0,dela1167,Completed - Ready For Pickup,11/25/2025,Yes,$0.82 ,amco3931,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,High Speed,25.3,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/20/2025 13:37,26699.0,dela1167,Completed - Ready For Pickup,11/25/2025,Yes,$0.71 ,amco3931,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,High Speed,11.36,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/17/2025 15:28,26697.0,hesz4595,Cancelled,11/20/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Purple,,,Standard,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/17/2025 12:55,26695.0,coei8731,Completed - Ready For Pickup,11/20/2025,Yes,$3.24 ,magl3911,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,Standard,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/17/2025 11:37,26694.0,avgo3449,Completed - Ready For Pickup,11/20/2025,Yes,$4.07 ,eeto3049,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,High Detail,128.79,2-5 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/17/2025 11:36,26693.0,avgo3449,Completed - Ready For Pickup,11/20/2025,Yes,$2.98 ,grje8745,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,High Detail,94.11,2-5 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/17/2025 11:30,26692.0,leth3792,Cancelled,11/20/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/17/2025 11:18,26691.0,coba2558,Completed - Ready For Pickup,11/20/2025,Yes,$2.83 ,eeto3049,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,89.13,5-10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/17/2025 10:58,26690.0,coba2558,Completed - Ready For Pickup,11/20/2025,Yes,$3.50 ,grje8745,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,110.69,5-10 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/17/2025 10:35,26689.0,ezbi5138,Completed - Ready For Pickup,11/20/2025,Yes,$0.00 ,assh2097,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Black,,,High Speed,,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/17/2025 10:22,26688.0,angl9597,Cancelled,11/20/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/17/2025 10:13,26687.0,akto2105,Completed - Ready For Pickup,11/20/2025,Yes,$0.71 ,eeto3049,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Clear,,,High Speed,7.22,< 2 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/17/2025 10:11,26686.0,reja7667,Completed - Ready For Pickup,11/18/2025,Yes,$0.00 ,assh2097,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/17/2025 9:05,26685.0,leth3792,Cancelled,11/20/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/17/2025 8:59,26684.0,leth3792,Cancelled,11/20/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/17/2025 8:48,26683.0,wyla7849,Cancelled,11/20/2025,No,,,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,High Speed,,,,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/17/2025 0:54,26681.0,olfe8102,Completed - Ready For Pickup,11/18/2025,Yes,$0.44 ,eeto3049,Document,No,1.0,Tabloid (11 x 17),White,Cardstock,Grayscale,Double sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,0.0,2.0
Fall 2025,11/17/2025 0:52,26680.0,olfe8102,Completed - Ready For Pickup,11/18/2025,Yes,$0.44 ,eeto3049,Document,No,1.0,Tabloid (11 x 17),White,Cardstock,Grayscale,Double sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,0.0,2.0
Fall 2025,11/16/2025 22:41,26679.0,akto2105,Completed - Ready For Pickup,11/20/2025,Yes,$1.65 ,grje8745,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Orange,,,High Speed,51.77,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/14/2025 14:30,26677.0,emta4037,Completed - Ready For Pickup,11/17/2025,Yes,$5.66 ,grje8745,Large-Format Poster,No,1.0,"ARCH D (24""x36"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,0.0,1.0
Fall 2025,11/14/2025 14:17,26676.0,dagr8247,Completed - Ready For Pickup,11/17/2025,Yes,$0.00 ,grje8745,Booklet,No,1.0,Letter,White,24lb Bond,Grayscale,,No binding,,,,,No Cover,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,14.0,2.0
Fall 2025,11/14/2025 13:19,26674.0,phsc5451,Completed - Ready For Pickup,11/17/2025,Yes,$0.00 ,macl5840,Document,No,1.0,Letter (8.5 x 11),White,Generic Printer Paper,Grayscale,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,6.0,3.0
Fall 2025,11/14/2025 12:46,26673.0,phsc5451,Completed - Ready For Pickup,11/17/2025,Yes,$0.00 ,grje8745,Document,No,1.0,Tabloid (11 x 17),White,Generic Printer Paper,Grayscale,Double sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,3.0,2.0
Fall 2025,11/14/2025 8:42,26668.0,evwa5459,Completed - Ready For Pickup,11/17/2025,Yes,$0.16 ,tani4057,Document,No,1.0,Letter (8.5 x 11),White,Cardstock,Color,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/14/2025 0:40,26667.0,jeam7206,Completed - Ready For Pickup,11/19/2025,Yes,$0.71 ,tani4057,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,Standard,10.74,< 2 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/13/2025 18:51,26666.0,dela1167,Completed - Ready For Pickup,11/18/2025,Yes,$1.57 ,macl5840,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,White,,,High Speed,49.14,< 2 hrs,Bambu X1 Carbon,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/13/2025 15:38,26663.0,miwi4741,Completed - Ready For Pickup,11/14/2025,Yes,$8.46 ,bhvi9697,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,0.0,3.0
Fall 2025,11/13/2025 15:29,26662.0,miwi4741,Completed - Ready For Pickup,11/14/2025,Yes,$0.17 ,amco3931,Document,No,1.0,Tabloid (11 x 17),White,Generic Printer Paper,Grayscale,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 14:27,26661.0,miwi4741,Completed - Ready For Pickup,11/14/2025,Yes,$0.52 ,bhvi9697,Document,No,1.0,Tabloid (11 x 17),White,Generic Printer Paper,Grayscale,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,0.0,3.0
Fall 2025,11/13/2025 12:28,26660.0,antu0726,Completed - Ready For Pickup,11/18/2025,Yes,$1.81 ,bhvi9697,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Orange,,,High Speed,56.78,2-5 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/13/2025 11:56,26659.0,alwo4124,Completed - Ready For Pickup,11/14/2025,Yes,$7.37 ,amco3931,Booklet,No,1.0,Letter,White,24lb Bond,Color,,No binding,,,,,No Cover,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,52.0,0.0
Fall 2025,11/13/2025 11:16,26658.0,owco9923,Completed - Ready For Pickup,11/14/2025,Yes,$0.92 ,bhvi9697,Document,No,1.0,Tabloid (11 x 17),White,Generic Printer Paper,Color,Double sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,4.0,0.0
Fall 2025,11/13/2025 11:03,26656.0,mijo2997,Cancelled,11/14/2025,No,,,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 10:55,26655.0,joro7781,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 10:32,26654.0,alha5271,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 10:15,26653.0,jali4523,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 9:55,26652.0,jade2385,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 9:41,26651.0,iswh6050,Completed - Ready For Pickup,11/18/2025,Yes,$2.22 ,eeto3049,3D Print,No,1.0,,,,,,,,,,,,,,,,,,,,PLA,Any Color,,,High Speed,69.8,2-5 hrs,Prusa i3MK3S+,Pick Up at DMC,,,,0.0,0.0
Fall 2025,11/13/2025 9:32,26650.0,geku6891,Completed - Ready For Pickup,11/14/2025,Yes,$0.00 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 9:30,26649.0,vedr2883,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 9:28,26648.0,alkl8440,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 9:28,26647.0,piro7347,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 9:24,26646.0,elwi2707,Completed - Ready For Pickup,11/14/2025,Yes,$0.00 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 9:15,26645.0,maia1314,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 9:13,26644.0,lath9385,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 8:59,26643.0,cagi7283,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 8:43,26642.0,seho9141,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 8:37,26641.0,isde7460,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 6:51,26640.0,slea3781,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 4:57,26639.0,cacl8373,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 3:42,26638.0,cacl8373,Completed - Ready For Pickup,11/14/2025,Yes,$0.28 ,macl5840,Document,No,1.0,Letter (8.5 x 11),White,Generic Printer Paper,Color,Single sided,,,,,,,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,11/13/2025 2:36,26637.0,daju6125,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 2:28,26636.0,argy1920,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 1:47,26635.0,anef8126,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 1:05,26634.0,hehe4980,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 1:02,26633.0,haga7025,Completed - Ready For Pickup,11/14/2025,Yes,$5.64 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,11/13/2025 0:57,26632.0,lico6704,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 0:55,26631.0,rost7729,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 0:50,26630.0,anpe4013,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 0:38,26629.0,frmo4690,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 0:37,26628.0,clja1647,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 0:27,26627.0,drtr6720,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/13/2025 0:01,26626.0,kare9449,Completed - Ready For Pickup,11/14/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/12/2025 23:56,26625.0,ficr3780,Completed - Ready For Pickup,11/13/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,11/12/2025 23:56,26624.0,daol6120,Completed - Ready For Pickup,11/13/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/12/2025 23:55,26623.0,thes1310,Completed - Ready For Pickup,11/13/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,2.0,0.0
Fall 2025,11/12/2025 23:52,26622.0,hafl6228,Completed - Ready For Pickup,11/13/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/12/2025 23:27,26621.0,suta9222,Completed - Ready For Pickup,11/13/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/12/2025 22:56,26620.0,evla4218,Completed - Ready For Pickup,11/13/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/12/2025 22:50,26619.0,eler9304,Completed - Ready For Pickup,11/13/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/12/2025 22:35,26618.0,katu3896,Completed - Ready For Pickup,11/13/2025,Yes,$2.82 ,eeto3049,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/12/2025 22:34,26617.0,cuma9967,Cancelled,11/14/2025,No,,,Booklet,No,2.0,Letter,White,24lb Bond,Color,,Stab binding,Double-cap metal rivets,,,,No Cover,,,,,,,,,,,,,,,,,Pick Up at DMC,,,,13.0,0.0
Fall 2025,11/12/2025 22:34,26616.0,jaan6639,Completed - Ready For Pickup,11/13/2025,Yes,$0.00 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/12/2025 22:30,26615.0,cuma9967,Completed - Ready For Pickup,11/13/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/12/2025 22:27,26614.0,chbo3163,Completed - Ready For Pickup,11/13/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
Fall 2025,11/12/2025 22:12,26613.0,nori6065,Completed - Ready For Pickup,11/13/2025,Yes,$2.82 ,macl5840,Large-Format Poster,No,1.0,"ARCH C (18""x24"")",Generic Poster Paper,,,,,,,,,,,,,,,,,,,,,HP DesignJet Z9 44 in.,,,,,Pick Up at DMC,,,,1.0,0.0
